filename,similarity
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0468.jpg,319.72
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0411.jpg,319.76
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0669.jpg,319.97
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0147.jpg,321.27
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0416.jpg,321.53
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0168.jpg,322.63
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0074.jpg,322.99
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0322.jpg,323.31
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0876.jpg,325.0
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0230.jpg,325.91
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0134.jpg,325.92
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0104.jpg,326.13
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_1138.jpg,327.11
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0046.jpg,327.15
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0132.jpg,327.3
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0033.jpg,327.7
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0326.jpg,327.84
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_1353.jpg,328.19
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_1258.jpg,328.68
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0859.jpg,329.49
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_1122.jpg,329.93
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0095.jpg,330.22
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0454.jpg,330.84
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0605.jpg,331.16
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0009.jpg,331.34
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_1233.jpg,331.8
